Date,BAJFINANCE.NS,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,NIFTYBEES.NS,RELIANCE.NS,TCS.NS
2021-12-06 00:00:00+00:00,6862.77001953125,687.5060424804688,1449.8638916015625,2205.916015625,687.90087890625,1575.876953125,197.167724609375,1880.4547119140625,1726.8564453125,183.00999450683594,1071.8421630859375,3328.318115234375
2021-12-07 00:00:00+00:00,7012.232421875,688.7379760742188,1470.9781494140625,2220.357421875,712.235107421875,1591.0753173828125,199.65606689453125,1932.27392578125,1741.8228759765625,185.7100067138672,1080.5753173828125,3373.587890625
2021-12-08 00:00:00+00:00,7267.27587890625,704.8021850585938,1498.0704345703125,2238.528564453125,730.4130859375,1629.837646484375,203.5469512939453,1915.615966796875,1767.929443359375,188.47999572753906,1097.020751953125,3413.49267578125
2021-12-09 00:00:00+00:00,7345.06689453125,703.6195068359375,1472.0870361328125,2237.7158203125,731.9642333984375,1639.2261962890625,213.002685546875,1911.5262451171875,1820.9658203125,189.13999938964844,1114.4190673828125,3389.822509765625
2021-12-10 00:00:00+00:00,7357.1103515625,700.4165649414062,1467.94140625,2231.06884765625,734.8726806640625,1635.3221435546875,213.63609313964844,1891.9757080078125,1814.76611328125,189.08999633789062,1115.5533447265625,3422.810791015625
2021-12-13 00:00:00+00:00,7126.3525390625,692.9264526367188,1456.9503173828125,2203.859130859375,730.9947509765625,1621.75048828125,212.27882385253906,1868.3851318359375,1803.2386474609375,187.89999389648438,1093.187255859375,3397.2578125
2021-12-14 00:00:00+00:00,6975.458984375,681.5928955078125,1448.562255859375,2217.201416015625,735.5028686523438,1628.7222900390625,206.8496856689453,1835.7674560546875,1807.3070068359375,187.3300018310547,1079.8040771484375,3410.575439453125
2021-12-15 00:00:00+00:00,6759.607421875,675.5318603515625,1446.2000732421875,2219.7353515625,729.2981567382812,1612.03662109375,202.73260498046875,1862.6995849609375,1821.9345703125,186.25,1076.6510009765625,3360.27001953125
2021-12-16 00:00:00+00:00,6938.88330078125,671.54052734375,1446.29638671875,2208.784912109375,718.5368041992188,1646.8021240234375,201.69200134277344,1856.066162109375,1815.25048828125,186.6199951171875,1090.5787353515625,3370.8583984375
2021-12-17 00:00:00+00:00,6812.76806640625,656.41259765625,1420.2166748046875,2132.99072265625,706.078857421875,1692.582763671875,197.21298217773438,1789.284912109375,1789.2891845703125,183.77000427246094,1061.7933349609375,3373.44677734375
2021-12-20 00:00:00+00:00,6549.2353515625,648.7254028320312,1374.5167236328125,2170.146728515625,688.2887573242188,1672.1788330078125,192.1910400390625,1738.1138916015625,1743.03369140625,179.92999267578125,1033.166748046875,3347.612060546875
2021-12-21 00:00:00+00:00,6493.359375,657.348876953125,1390.0875244140625,2173.733154296875,698.3713989257812,1683.9844970703125,192.2815399169922,1732.1788330078125,1770.35107421875,181.4499969482422,1048.546142578125,3395.987548828125
2021-12-22 00:00:00+00:00,6684.53125,674.842041015625,1393.365478515625,2178.323486328125,710.4415893554688,1696.1614990234375,191.8291015625,1757.9637451171875,1812.441162109375,183.3300018310547,1073.429931640625,3417.116455078125
2021-12-23 00:00:00+00:00,6829.20556640625,668.9288330078125,1392.304931640625,2200.32080078125,708.9873046875,1726.7440185546875,196.62481689453125,1771.1304931640625,1819.6580810546875,184.10000610351562,1073.0443115234375,3447.1865234375
2021-12-24 00:00:00+00:00,6764.296875,667.2534790039062,1387.2916259765625,2196.7822265625,704.9154663085938,1732.228271484375,197.25820922851562,1743.9990234375,1801.204345703125,183.4499969482422,1076.4696044921875,3454.904052734375
2021-12-27 00:00:00+00:00,6802.55126953125,665.9722290039062,1398.7647705078125,2201.0380859375,713.5438842773438,1734.691650390625,196.8510284423828,1768.9859619140625,1807.79150390625,184.5500030517578,1075.312744140625,3478.62109375
2021-12-28 00:00:00+00:00,6818.2470703125,670.2100219726562,1408.406005859375,2208.40234375,713.3500366210938,1755.0025634765625,199.1131591796875,1770.432373046875,1840.0491943359375,186.3000030517578,1088.08349609375,3488.45654296875
